"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Создание файла с пустым именем","LMS service","Fri Aug 08 07:55:32 GMT 2025","passed","Fri Aug 08 07:55:32 GMT 2025","Validate Entity","Files","",""
"","27","Cоздание курса","LMS service","Fri Aug 08 07:55:28 GMT 2025","passed","Fri Aug 08 07:55:28 GMT 2025","Create Entity","Courses","",""
"","266","Получение файла с некорректным file_id","LMS service","Fri Aug 08 07:55:34 GMT 2025","passed","Fri Aug 08 07:55:34 GMT 2025","Validate Entity","Files","",""
"","44","Получение задания","LMS service","Fri Aug 08 07:55:30 GMT 2025","passed","Fri Aug 08 07:55:30 GMT 2025","Get Entity","Exercises","",""
"","12","Получение текущего пользователя","LMS service","Fri Aug 08 07:55:36 GMT 2025","passed","Fri Aug 08 07:55:36 GMT 2025","Get Entity","Users","",""
"","32","Получение курсов по пользователю","LMS service","Fri Aug 08 07:55:27 GMT 2025","passed","Fri Aug 08 07:55:27 GMT 2025","Get Entities","Courses","",""
"","19","Удаление задания","LMS service","Fri Aug 08 07:55:30 GMT 2025","passed","Fri Aug 08 07:55:30 GMT 2025","Delete Entity","Exercises","",""
"","23","Создание файла","LMS service","Fri Aug 08 07:55:31 GMT 2025","passed","Fri Aug 08 07:55:31 GMT 2025","Create Entity","Files","",""
"","22","Создание задания","LMS service","Fri Aug 08 07:55:29 GMT 2025","passed","Fri Aug 08 07:55:29 GMT 2025","Create Entity","Exercises","",""
"","530","Создание пользователя c mail.ru","LMS service","Fri Aug 08 07:55:34 GMT 2025","passed","Fri Aug 08 07:55:34 GMT 2025","Create Entity","Users","",""
"","291","Создание пользователя c example.com","LMS service","Fri Aug 08 07:55:34 GMT 2025","passed","Fri Aug 08 07:55:35 GMT 2025","Create Entity","Users","",""
"","557","Создание пользователя c gmail.com","LMS service","Fri Aug 08 07:55:34 GMT 2025","passed","Fri Aug 08 07:55:35 GMT 2025","Create Entity","Users","",""
"","22","Получение списка заданий","LMS service","Fri Aug 08 07:55:31 GMT 2025","passed","Fri Aug 08 07:55:31 GMT 2025","Get Entities","Exercises","",""
"","261","Создание файла с пустым каталогом","LMS service","Fri Aug 08 07:55:33 GMT 2025","passed","Fri Aug 08 07:55:33 GMT 2025","Validate Entity","Files","",""
"","550","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Fri Aug 08 07:55:26 GMT 2025","passed","Fri Aug 08 07:55:26 GMT 2025","Login","Authentication","",""
"","286","Получение файла","LMS service","Fri Aug 08 07:55:32 GMT 2025","passed","Fri Aug 08 07:55:33 GMT 2025","Get Entity","Files","",""
"","23","Обновление задания","LMS service","Fri Aug 08 07:55:29 GMT 2025","passed","Fri Aug 08 07:55:29 GMT 2025","Update Entity","Exercises","",""
"","20","Удаление файла","LMS service","Fri Aug 08 07:55:34 GMT 2025","passed","Fri Aug 08 07:55:34 GMT 2025","Delete Entity","Files","",""
"","32","Обновление курса","LMS service","Fri Aug 08 07:55:28 GMT 2025","passed","Fri Aug 08 07:55:28 GMT 2025","Update Entity","Courses","",""
