"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","310","Обновление курса","LMS service","Mon Aug 04 12:56:20 GMT 2025","passed","Mon Aug 04 12:56:20 GMT 2025","Update Entity","Courses","",""
"","301","Cоздание курса","LMS service","Mon Aug 04 12:56:19 GMT 2025","passed","Mon Aug 04 12:56:19 GMT 2025","Create Entity","Courses","",""
"","557","Создание пользователя c gmail.com","LMS service","Mon Aug 04 12:56:26 GMT 2025","passed","Mon Aug 04 12:56:27 GMT 2025","Create Entity","Users","",""
"","16","Получение задания","LMS service","Mon Aug 04 12:56:21 GMT 2025","passed","Mon Aug 04 12:56:21 GMT 2025","Get Entity","Exercises","",""
"","20","Получение списка заданий","LMS service","Mon Aug 04 12:56:22 GMT 2025","passed","Mon Aug 04 12:56:22 GMT 2025","Get Entities","Exercises","",""
"","14","Получение текущего пользователя","LMS service","Mon Aug 04 12:56:27 GMT 2025","passed","Mon Aug 04 12:56:27 GMT 2025","Get Entity","Users","",""
"","291","Обновление задания","LMS service","Mon Aug 04 12:56:21 GMT 2025","passed","Mon Aug 04 12:56:21 GMT 2025","Update Entity","Exercises","",""
"","18","Получение файла","LMS service","Mon Aug 04 12:56:24 GMT 2025","passed","Mon Aug 04 12:56:24 GMT 2025","Get Entity","Files","",""
"","287","Создание пользователя c mail.ru","LMS service","Mon Aug 04 12:56:26 GMT 2025","passed","Mon Aug 04 12:56:26 GMT 2025","Create Entity","Users","",""
"","31","Удаление задания","LMS service","Mon Aug 04 12:56:22 GMT 2025","passed","Mon Aug 04 12:56:22 GMT 2025","Delete Entity","Exercises","",""
"","308","Получение курсов по пользователю","LMS service","Mon Aug 04 12:56:18 GMT 2025","passed","Mon Aug 04 12:56:19 GMT 2025","Get Entities","Courses","",""
"","532","Создание пользователя c example.com","LMS service","Mon Aug 04 12:56:26 GMT 2025","passed","Mon Aug 04 12:56:27 GMT 2025","Create Entity","Users","",""
"","257","Создание файла с пустым именем","LMS service","Mon Aug 04 12:56:24 GMT 2025","passed","Mon Aug 04 12:56:25 GMT 2025","Validate Entity","Files","",""
"","16","Получение файла с некорректным file_id","LMS service","Mon Aug 04 12:56:26 GMT 2025","passed","Mon Aug 04 12:56:26 GMT 2025","Validate Entity","Files","",""
"","23","Удаление файла","LMS service","Mon Aug 04 12:56:26 GMT 2025","passed","Mon Aug 04 12:56:26 GMT 2025","Delete Entity","Files","",""
"","264","Создание файла","LMS service","Mon Aug 04 12:56:23 GMT 2025","passed","Mon Aug 04 12:56:24 GMT 2025","Create Entity","Files","",""
"","285","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Mon Aug 04 12:56:18 GMT 2025","passed","Mon Aug 04 12:56:18 GMT 2025","Login","Authentication","",""
"","19","Создание файла с пустым каталогом","LMS service","Mon Aug 04 12:56:25 GMT 2025","passed","Mon Aug 04 12:56:25 GMT 2025","Validate Entity","Files","",""
"","289","Создание задания","LMS service","Mon Aug 04 12:56:20 GMT 2025","passed","Mon Aug 04 12:56:20 GMT 2025","Create Entity","Exercises","",""
