"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Получение файла","LMS service","Thu Jul 31 11:50:58 GMT 2025","passed","Thu Jul 31 11:50:58 GMT 2025","Get Entity","Files","",""
"","310","Обновление курса","LMS service","Thu Jul 31 11:50:54 GMT 2025","passed","Thu Jul 31 11:50:55 GMT 2025","Update Entity","Courses","",""
"","24","Удаление файла","LMS service","Thu Jul 31 11:51:01 GMT 2025","passed","Thu Jul 31 11:51:01 GMT 2025","Delete Entity","Files","",""
"","266","Создание файла","LMS service","Thu Jul 31 11:50:58 GMT 2025","passed","Thu Jul 31 11:50:58 GMT 2025","Create Entity","Files","",""
"","292","Обновление задания","LMS service","Thu Jul 31 11:50:56 GMT 2025","passed","Thu Jul 31 11:50:56 GMT 2025","Update Entity","Exercises","",""
"","16","Получение файла с некорректным file_id","LMS service","Thu Jul 31 11:51:01 GMT 2025","passed","Thu Jul 31 11:51:01 GMT 2025","Validate Entity","Files","",""
"","289","Создание пользователя c mail.ru","LMS service","Thu Jul 31 11:51:01 GMT 2025","passed","Thu Jul 31 11:51:01 GMT 2025","Create Entity","Users","",""
"","257","Создание файла с пустым именем","LMS service","Thu Jul 31 11:50:59 GMT 2025","passed","Thu Jul 31 11:50:59 GMT 2025","Validate Entity","Files","",""
"","33","Cоздание курса","LMS service","Thu Jul 31 11:50:54 GMT 2025","passed","Thu Jul 31 11:50:54 GMT 2025","Create Entity","Courses","",""
"","21","Создание файла с пустым каталогом","LMS service","Thu Jul 31 11:50:59 GMT 2025","passed","Thu Jul 31 11:50:59 GMT 2025","Validate Entity","Files","",""
"","556","Создание пользователя c gmail.com","LMS service","Thu Jul 31 11:51:01 GMT 2025","passed","Thu Jul 31 11:51:01 GMT 2025","Create Entity","Users","",""
"","286","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Thu Jul 31 11:50:52 GMT 2025","passed","Thu Jul 31 11:50:53 GMT 2025","Login","Authentication","",""
"","530","Создание пользователя c example.com","LMS service","Thu Jul 31 11:51:01 GMT 2025","passed","Thu Jul 31 11:51:01 GMT 2025","Create Entity","Users","",""
"","30","Получение курсов по пользователю","LMS service","Thu Jul 31 11:50:53 GMT 2025","passed","Thu Jul 31 11:50:53 GMT 2025","Get Entities","Courses","",""
"","15","Получение текущего пользователя","LMS service","Thu Jul 31 11:51:02 GMT 2025","passed","Thu Jul 31 11:51:02 GMT 2025","Get Entity","Users","",""
"","19","Получение списка заданий","LMS service","Thu Jul 31 11:50:57 GMT 2025","passed","Thu Jul 31 11:50:57 GMT 2025","Get Entities","Exercises","",""
"","297","Создание задания","LMS service","Thu Jul 31 11:50:55 GMT 2025","passed","Thu Jul 31 11:50:55 GMT 2025","Create Entity","Exercises","",""
"","21","Удаление задания","LMS service","Thu Jul 31 11:50:57 GMT 2025","passed","Thu Jul 31 11:50:57 GMT 2025","Delete Entity","Exercises","",""
"","18","Получение задания","LMS service","Thu Jul 31 11:50:56 GMT 2025","passed","Thu Jul 31 11:50:56 GMT 2025","Get Entity","Exercises","",""
