"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Создание файла с пустым именем","LMS service","Thu Jul 31 11:53:21 GMT 2025","passed","Thu Jul 31 11:53:21 GMT 2025","Validate Entity","Files","",""
"","267","Создание файла с пустым каталогом","LMS service","Thu Jul 31 11:53:22 GMT 2025","passed","Thu Jul 31 11:53:22 GMT 2025","Validate Entity","Files","",""
"","28","Получение курсов по пользователю","LMS service","Thu Jul 31 11:53:15 GMT 2025","passed","Thu Jul 31 11:53:15 GMT 2025","Get Entities","Courses","",""
"","290","Получение списка заданий","LMS service","Thu Jul 31 11:53:20 GMT 2025","passed","Thu Jul 31 11:53:20 GMT 2025","Get Entities","Exercises","",""
"","558","Создание пользователя c gmail.com","LMS service","Thu Jul 31 11:53:23 GMT 2025","passed","Thu Jul 31 11:53:24 GMT 2025","Create Entity","Users","",""
"","33","Обновление курса","LMS service","Thu Jul 31 11:53:16 GMT 2025","passed","Thu Jul 31 11:53:16 GMT 2025","Update Entity","Courses","",""
"","288","Создание пользователя c example.com","LMS service","Thu Jul 31 11:53:23 GMT 2025","passed","Thu Jul 31 11:53:24 GMT 2025","Create Entity","Users","",""
"","18","Создание файла","LMS service","Thu Jul 31 11:53:20 GMT 2025","passed","Thu Jul 31 11:53:20 GMT 2025","Create Entity","Files","",""
"","32","Cоздание курса","LMS service","Thu Jul 31 11:53:16 GMT 2025","passed","Thu Jul 31 11:53:16 GMT 2025","Create Entity","Courses","",""
"","13","Получение файла","LMS service","Thu Jul 31 11:53:21 GMT 2025","passed","Thu Jul 31 11:53:21 GMT 2025","Get Entity","Files","",""
"","550","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Thu Jul 31 11:53:15 GMT 2025","passed","Thu Jul 31 11:53:15 GMT 2025","Login","Authentication","",""
"","548","Создание пользователя c mail.ru","LMS service","Thu Jul 31 11:53:23 GMT 2025","passed","Thu Jul 31 11:53:23 GMT 2025","Create Entity","Users","",""
"","23","Создание задания","LMS service","Thu Jul 31 11:53:18 GMT 2025","passed","Thu Jul 31 11:53:18 GMT 2025","Create Entity","Exercises","",""
"","22","Удаление задания","LMS service","Thu Jul 31 11:53:19 GMT 2025","passed","Thu Jul 31 11:53:19 GMT 2025","Delete Entity","Exercises","",""
"","266","Получение файла с некорректным file_id","LMS service","Thu Jul 31 11:53:23 GMT 2025","passed","Thu Jul 31 11:53:23 GMT 2025","Validate Entity","Files","",""
"","294","Удаление файла","LMS service","Thu Jul 31 11:53:22 GMT 2025","passed","Thu Jul 31 11:53:23 GMT 2025","Delete Entity","Files","",""
"","12","Получение текущего пользователя","LMS service","Thu Jul 31 11:53:24 GMT 2025","passed","Thu Jul 31 11:53:24 GMT 2025","Get Entity","Users","",""
"","24","Обновление задания","LMS service","Thu Jul 31 11:53:18 GMT 2025","passed","Thu Jul 31 11:53:18 GMT 2025","Update Entity","Exercises","",""
"","24","Получение задания","LMS service","Thu Jul 31 11:53:19 GMT 2025","passed","Thu Jul 31 11:53:19 GMT 2025","Get Entity","Exercises","",""
