"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","530","Создание пользователя c mail.ru","LMS service","Thu Jul 31 12:27:50 GMT 2025","passed","Thu Jul 31 12:27:50 GMT 2025","Create Entity","Users","",""
"","36","Обновление курса","LMS service","Thu Jul 31 12:27:44 GMT 2025","passed","Thu Jul 31 12:27:44 GMT 2025","Update Entity","Courses","",""
"","15","Получение задания","LMS service","Thu Jul 31 12:27:46 GMT 2025","passed","Thu Jul 31 12:27:46 GMT 2025","Get Entity","Exercises","",""
"","554","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Thu Jul 31 12:27:42 GMT 2025","passed","Thu Jul 31 12:27:42 GMT 2025","Login","Authentication","",""
"","292","Обновление задания","LMS service","Thu Jul 31 12:27:45 GMT 2025","passed","Thu Jul 31 12:27:45 GMT 2025","Update Entity","Exercises","",""
"","276","Создание файла с пустым каталогом","LMS service","Thu Jul 31 12:27:49 GMT 2025","passed","Thu Jul 31 12:27:49 GMT 2025","Validate Entity","Files","",""
"","264","Создание файла","LMS service","Thu Jul 31 12:27:47 GMT 2025","passed","Thu Jul 31 12:27:47 GMT 2025","Create Entity","Files","",""
"","29","Cоздание курса","LMS service","Thu Jul 31 12:27:43 GMT 2025","passed","Thu Jul 31 12:27:43 GMT 2025","Create Entity","Courses","",""
"","15","Получение текущего пользователя","LMS service","Thu Jul 31 12:27:52 GMT 2025","passed","Thu Jul 31 12:27:52 GMT 2025","Get Entity","Users","",""
"","290","Удаление задания","LMS service","Thu Jul 31 12:27:46 GMT 2025","passed","Thu Jul 31 12:27:46 GMT 2025","Delete Entity","Exercises","",""
"","13","Получение файла","LMS service","Thu Jul 31 12:27:48 GMT 2025","passed","Thu Jul 31 12:27:48 GMT 2025","Get Entity","Files","",""
"","24","Создание задания","LMS service","Thu Jul 31 12:27:44 GMT 2025","passed","Thu Jul 31 12:27:44 GMT 2025","Create Entity","Exercises","",""
"","22","Удаление файла","LMS service","Thu Jul 31 12:27:50 GMT 2025","passed","Thu Jul 31 12:27:50 GMT 2025","Delete Entity","Files","",""
"","288","Получение списка заданий","LMS service","Thu Jul 31 12:27:47 GMT 2025","passed","Thu Jul 31 12:27:47 GMT 2025","Get Entities","Exercises","",""
"","266","Получение файла с некорректным file_id","LMS service","Thu Jul 31 12:27:50 GMT 2025","passed","Thu Jul 31 12:27:50 GMT 2025","Validate Entity","Files","",""
"","289","Создание пользователя c example.com","LMS service","Thu Jul 31 12:27:50 GMT 2025","passed","Thu Jul 31 12:27:51 GMT 2025","Create Entity","Users","",""
"","30","Получение курсов по пользователю","LMS service","Thu Jul 31 12:27:43 GMT 2025","passed","Thu Jul 31 12:27:43 GMT 2025","Get Entities","Courses","",""
"","264","Создание файла с пустым именем","LMS service","Thu Jul 31 12:27:48 GMT 2025","passed","Thu Jul 31 12:27:49 GMT 2025","Validate Entity","Files","",""
"","553","Создание пользователя c gmail.com","LMS service","Thu Jul 31 12:27:50 GMT 2025","passed","Thu Jul 31 12:27:51 GMT 2025","Create Entity","Users","",""
