"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Обновление курса","LMS service","Sat Aug 16 08:50:08 GMT 2025","passed","Sat Aug 16 08:50:08 GMT 2025","Update Entity","Courses","",""
"","22","Удаление задания","LMS service","Sat Aug 16 08:50:10 GMT 2025","passed","Sat Aug 16 08:50:11 GMT 2025","Delete Entity","Exercises","",""
"","48","Получение задания","LMS service","Sat Aug 16 08:50:10 GMT 2025","passed","Sat Aug 16 08:50:10 GMT 2025","Get Entity","Exercises","",""
"","552","Создание пользователя c gmail.com","LMS service","Sat Aug 16 08:50:15 GMT 2025","passed","Sat Aug 16 08:50:15 GMT 2025","Create Entity","Users","",""
"","22","Получение списка заданий","LMS service","Sat Aug 16 08:50:12 GMT 2025","passed","Sat Aug 16 08:50:12 GMT 2025","Get Entities","Exercises","",""
"","24","Создание задания","LMS service","Sat Aug 16 08:50:09 GMT 2025","passed","Sat Aug 16 08:50:09 GMT 2025","Create Entity","Exercises","",""
"","31","Cоздание курса","LMS service","Sat Aug 16 08:50:08 GMT 2025","passed","Sat Aug 16 08:50:08 GMT 2025","Create Entity","Courses","",""
"","23","Обновление задания","LMS service","Sat Aug 16 08:50:09 GMT 2025","passed","Sat Aug 16 08:50:09 GMT 2025","Update Entity","Exercises","",""
"","261","Создание файла с пустым каталогом","LMS service","Sat Aug 16 08:50:13 GMT 2025","passed","Sat Aug 16 08:50:14 GMT 2025","Validate Entity","Files","",""
"","528","Создание пользователя c mail.ru","LMS service","Sat Aug 16 08:50:14 GMT 2025","passed","Sat Aug 16 08:50:15 GMT 2025","Create Entity","Users","",""
"","32","Получение курсов по пользователю","LMS service","Sat Aug 16 08:50:07 GMT 2025","passed","Sat Aug 16 08:50:07 GMT 2025","Get Entities","Courses","",""
"","24","Удаление файла","LMS service","Sat Aug 16 08:50:14 GMT 2025","passed","Sat Aug 16 08:50:14 GMT 2025","Delete Entity","Files","",""
"","262","Создание файла с пустым именем","LMS service","Sat Aug 16 08:50:13 GMT 2025","passed","Sat Aug 16 08:50:13 GMT 2025","Validate Entity","Files","",""
"","288","Получение файла","LMS service","Sat Aug 16 08:50:13 GMT 2025","passed","Sat Aug 16 08:50:13 GMT 2025","Get Entity","Files","",""
"","13","Получение текущего пользователя","LMS service","Sat Aug 16 08:50:16 GMT 2025","passed","Sat Aug 16 08:50:16 GMT 2025","Get Entity","Users","",""
"","22","Создание файла","LMS service","Sat Aug 16 08:50:12 GMT 2025","passed","Sat Aug 16 08:50:12 GMT 2025","Create Entity","Files","",""
"","271","Получение файла с некорректным file_id","LMS service","Sat Aug 16 08:50:15 GMT 2025","passed","Sat Aug 16 08:50:15 GMT 2025","Validate Entity","Files","",""
"","290","Создание пользователя c example.com","LMS service","Sat Aug 16 08:50:15 GMT 2025","passed","Sat Aug 16 08:50:15 GMT 2025","Create Entity","Users","",""
"","551","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Sat Aug 16 08:50:06 GMT 2025","passed","Sat Aug 16 08:50:07 GMT 2025","Login","Authentication","",""
