"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","287","Получение списка заданий","LMS service","Thu Jul 31 11:47:56 GMT 2025","passed","Thu Jul 31 11:47:56 GMT 2025","Get Entities","Exercises","",""
"","16","Создание файла с пустым именем","LMS service","Thu Jul 31 11:47:58 GMT 2025","passed","Thu Jul 31 11:47:58 GMT 2025","Validate Entity","Files","",""
"","22","Обновление задания","LMS service","Thu Jul 31 11:47:54 GMT 2025","passed","Thu Jul 31 11:47:54 GMT 2025","Update Entity","Exercises","",""
"","263","Получение файла с некорректным file_id","LMS service","Thu Jul 31 11:47:59 GMT 2025","passed","Thu Jul 31 11:48:00 GMT 2025","Validate Entity","Files","",""
"","23","Получение задания","LMS service","Thu Jul 31 11:47:55 GMT 2025","passed","Thu Jul 31 11:47:55 GMT 2025","Get Entity","Exercises","",""
"","555","Создание пользователя c mail.ru","LMS service","Thu Jul 31 11:47:59 GMT 2025","passed","Thu Jul 31 11:48:00 GMT 2025","Create Entity","Users","",""
"","13","Получение файла","LMS service","Thu Jul 31 11:47:58 GMT 2025","passed","Thu Jul 31 11:47:58 GMT 2025","Get Entity","Files","",""
"","559","Создание пользователя c gmail.com","LMS service","Thu Jul 31 11:48:00 GMT 2025","passed","Thu Jul 31 11:48:00 GMT 2025","Create Entity","Users","",""
"","25","Создание задания","LMS service","Thu Jul 31 11:47:54 GMT 2025","passed","Thu Jul 31 11:47:54 GMT 2025","Create Entity","Exercises","",""
"","260","Создание файла с пустым каталогом","LMS service","Thu Jul 31 11:47:59 GMT 2025","passed","Thu Jul 31 11:47:59 GMT 2025","Validate Entity","Files","",""
"","31","Cоздание курса","LMS service","Thu Jul 31 11:47:53 GMT 2025","passed","Thu Jul 31 11:47:53 GMT 2025","Create Entity","Courses","",""
"","560","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Thu Jul 31 11:47:51 GMT 2025","passed","Thu Jul 31 11:47:52 GMT 2025","Login","Authentication","",""
"","298","Удаление файла","LMS service","Thu Jul 31 11:47:59 GMT 2025","passed","Thu Jul 31 11:47:59 GMT 2025","Delete Entity","Files","",""
"","20","Удаление задания","LMS service","Thu Jul 31 11:47:56 GMT 2025","passed","Thu Jul 31 11:47:56 GMT 2025","Delete Entity","Exercises","",""
"","12","Получение текущего пользователя","LMS service","Thu Jul 31 11:48:01 GMT 2025","passed","Thu Jul 31 11:48:01 GMT 2025","Get Entity","Users","",""
"","27","Получение курсов по пользователю","LMS service","Thu Jul 31 11:47:52 GMT 2025","passed","Thu Jul 31 11:47:52 GMT 2025","Get Entities","Courses","",""
"","31","Обновление курса","LMS service","Thu Jul 31 11:47:53 GMT 2025","passed","Thu Jul 31 11:47:53 GMT 2025","Update Entity","Courses","",""
"","291","Создание пользователя c example.com","LMS service","Thu Jul 31 11:48:00 GMT 2025","passed","Thu Jul 31 11:48:00 GMT 2025","Create Entity","Users","",""
"","19","Создание файла","LMS service","Thu Jul 31 11:47:57 GMT 2025","passed","Thu Jul 31 11:47:57 GMT 2025","Create Entity","Files","",""
