"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Получение файла","LMS service","Fri Aug 01 09:50:55 GMT 2025","passed","Fri Aug 01 09:50:55 GMT 2025","Get Entity","Files","",""
"","289","Создание пользователя c example.com","LMS service","Fri Aug 01 09:50:57 GMT 2025","passed","Fri Aug 01 09:50:58 GMT 2025","Create Entity","Users","",""
"","260","Создание файла с пустым именем","LMS service","Fri Aug 01 09:50:55 GMT 2025","passed","Fri Aug 01 09:50:55 GMT 2025","Validate Entity","Files","",""
"","286","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Fri Aug 01 09:50:49 GMT 2025","passed","Fri Aug 01 09:50:49 GMT 2025","Login","Authentication","",""
"","262","Создание файла с пустым каталогом","LMS service","Fri Aug 01 09:50:56 GMT 2025","passed","Fri Aug 01 09:50:56 GMT 2025","Validate Entity","Files","",""
"","268","Создание файла","LMS service","Fri Aug 01 09:50:54 GMT 2025","passed","Fri Aug 01 09:50:54 GMT 2025","Create Entity","Files","",""
"","558","Создание пользователя c gmail.com","LMS service","Fri Aug 01 09:50:57 GMT 2025","passed","Fri Aug 01 09:50:58 GMT 2025","Create Entity","Users","",""
"","296","Создание задания","LMS service","Fri Aug 01 09:50:51 GMT 2025","passed","Fri Aug 01 09:50:51 GMT 2025","Create Entity","Exercises","",""
"","300","Cоздание курса","LMS service","Fri Aug 01 09:50:50 GMT 2025","passed","Fri Aug 01 09:50:50 GMT 2025","Create Entity","Courses","",""
"","17","Получение списка заданий","LMS service","Fri Aug 01 09:50:54 GMT 2025","passed","Fri Aug 01 09:50:54 GMT 2025","Get Entities","Exercises","",""
"","302","Обновление курса","LMS service","Fri Aug 01 09:50:51 GMT 2025","passed","Fri Aug 01 09:50:51 GMT 2025","Update Entity","Courses","",""
"","300","Получение курсов по пользователю","LMS service","Fri Aug 01 09:50:49 GMT 2025","passed","Fri Aug 01 09:50:50 GMT 2025","Get Entities","Courses","",""
"","265","Получение файла с некорректным file_id","LMS service","Fri Aug 01 09:50:57 GMT 2025","passed","Fri Aug 01 09:50:57 GMT 2025","Validate Entity","Files","",""
"","20","Удаление файла","LMS service","Fri Aug 01 09:50:57 GMT 2025","passed","Fri Aug 01 09:50:57 GMT 2025","Delete Entity","Files","",""
"","530","Создание пользователя c mail.ru","LMS service","Fri Aug 01 09:50:57 GMT 2025","passed","Fri Aug 01 09:50:57 GMT 2025","Create Entity","Users","",""
"","13","Получение текущего пользователя","LMS service","Fri Aug 01 09:50:58 GMT 2025","passed","Fri Aug 01 09:50:58 GMT 2025","Get Entity","Users","",""
"","21","Удаление задания","LMS service","Fri Aug 01 09:50:53 GMT 2025","passed","Fri Aug 01 09:50:53 GMT 2025","Delete Entity","Exercises","",""
"","295","Обновление задания","LMS service","Fri Aug 01 09:50:52 GMT 2025","passed","Fri Aug 01 09:50:52 GMT 2025","Update Entity","Exercises","",""
"","18","Получение задания","LMS service","Fri Aug 01 09:50:52 GMT 2025","passed","Fri Aug 01 09:50:52 GMT 2025","Get Entity","Exercises","",""
