"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","Cоздание курса","LMS service","Sat Aug 16 08:54:27 GMT 2025","passed","Sat Aug 16 08:54:27 GMT 2025","Create Entity","Courses","",""
"","534","Создание пользователя c mail.ru","LMS service","Sat Aug 16 08:54:34 GMT 2025","passed","Sat Aug 16 08:54:34 GMT 2025","Create Entity","Users","",""
"","24","Обновление задания","LMS service","Sat Aug 16 08:54:29 GMT 2025","passed","Sat Aug 16 08:54:29 GMT 2025","Update Entity","Exercises","",""
"","12","Получение текущего пользователя","LMS service","Sat Aug 16 08:54:35 GMT 2025","passed","Sat Aug 16 08:54:35 GMT 2025","Get Entity","Users","",""
"","287","Получение файла","LMS service","Sat Aug 16 08:54:32 GMT 2025","passed","Sat Aug 16 08:54:33 GMT 2025","Get Entity","Files","",""
"","269","Создание файла с пустым каталогом","LMS service","Sat Aug 16 08:54:33 GMT 2025","passed","Sat Aug 16 08:54:33 GMT 2025","Validate Entity","Files","",""
"","29","Получение курсов по пользователю","LMS service","Sat Aug 16 08:54:26 GMT 2025","passed","Sat Aug 16 08:54:26 GMT 2025","Get Entities","Courses","",""
"","34","Обновление курса","LMS service","Sat Aug 16 08:54:27 GMT 2025","passed","Sat Aug 16 08:54:27 GMT 2025","Update Entity","Courses","",""
"","22","Удаление файла","LMS service","Sat Aug 16 08:54:34 GMT 2025","passed","Sat Aug 16 08:54:34 GMT 2025","Delete Entity","Files","",""
"","559","Создание пользователя c gmail.com","LMS service","Sat Aug 16 08:54:34 GMT 2025","passed","Sat Aug 16 08:54:35 GMT 2025","Create Entity","Users","",""
"","23","Создание файла","LMS service","Sat Aug 16 08:54:31 GMT 2025","passed","Sat Aug 16 08:54:31 GMT 2025","Create Entity","Files","",""
"","265","Получение файла с некорректным file_id","LMS service","Sat Aug 16 08:54:34 GMT 2025","passed","Sat Aug 16 08:54:34 GMT 2025","Validate Entity","Files","",""
"","39","Создание задания","LMS service","Sat Aug 16 08:54:29 GMT 2025","passed","Sat Aug 16 08:54:29 GMT 2025","Create Entity","Exercises","",""
"","555","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Sat Aug 16 08:54:26 GMT 2025","passed","Sat Aug 16 08:54:26 GMT 2025","Login","Authentication","",""
"","19","Удаление задания","LMS service","Sat Aug 16 08:54:30 GMT 2025","passed","Sat Aug 16 08:54:30 GMT 2025","Delete Entity","Exercises","",""
"","290","Создание пользователя c example.com","LMS service","Sat Aug 16 08:54:34 GMT 2025","passed","Sat Aug 16 08:54:35 GMT 2025","Create Entity","Users","",""
"","48","Получение задания","LMS service","Sat Aug 16 08:54:30 GMT 2025","passed","Sat Aug 16 08:54:30 GMT 2025","Get Entity","Exercises","",""
"","263","Создание файла с пустым именем","LMS service","Sat Aug 16 08:54:32 GMT 2025","passed","Sat Aug 16 08:54:32 GMT 2025","Validate Entity","Files","",""
"","24","Получение списка заданий","LMS service","Sat Aug 16 08:54:31 GMT 2025","passed","Sat Aug 16 08:54:31 GMT 2025","Get Entities","Exercises","",""
