"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","Создание задания","LMS service","Sat Aug 16 09:00:17 GMT 2025","passed","Sat Aug 16 09:00:17 GMT 2025","Create Entity","Exercises","",""
"","18","Получение списка заданий","LMS service","Sat Aug 16 09:00:19 GMT 2025","passed","Sat Aug 16 09:00:19 GMT 2025","Get Entities","Exercises","",""
"","28","Удаление задания","LMS service","Sat Aug 16 09:00:19 GMT 2025","passed","Sat Aug 16 09:00:19 GMT 2025","Delete Entity","Exercises","",""
"","555","Создание пользователя c gmail.com","LMS service","Sat Aug 16 09:00:23 GMT 2025","passed","Sat Aug 16 09:00:23 GMT 2025","Create Entity","Users","",""
"","528","Создание пользователя c example.com","LMS service","Sat Aug 16 09:00:23 GMT 2025","passed","Sat Aug 16 09:00:23 GMT 2025","Create Entity","Users","",""
"","290","Тест аутентификации пользователя c корректным логином и паролем","LMS service","Sat Aug 16 09:00:14 GMT 2025","passed","Sat Aug 16 09:00:15 GMT 2025","Login","Authentication","",""
"","15","Получение файла с некорректным file_id","LMS service","Sat Aug 16 09:00:23 GMT 2025","passed","Sat Aug 16 09:00:23 GMT 2025","Validate Entity","Files","",""
"","36","Cоздание курса","LMS service","Sat Aug 16 09:00:15 GMT 2025","passed","Sat Aug 16 09:00:16 GMT 2025","Create Entity","Courses","",""
"","16","Получение файла","LMS service","Sat Aug 16 09:00:20 GMT 2025","passed","Sat Aug 16 09:00:20 GMT 2025","Get Entity","Files","",""
"","35","Обновление курса","LMS service","Sat Aug 16 09:00:17 GMT 2025","passed","Sat Aug 16 09:00:17 GMT 2025","Update Entity","Courses","",""
"","23","Создание файла с пустым каталогом","LMS service","Sat Aug 16 09:00:21 GMT 2025","passed","Sat Aug 16 09:00:21 GMT 2025","Validate Entity","Files","",""
"","23","Удаление файла","LMS service","Sat Aug 16 09:00:23 GMT 2025","passed","Sat Aug 16 09:00:23 GMT 2025","Delete Entity","Files","",""
"","258","Создание файла с пустым именем","LMS service","Sat Aug 16 09:00:21 GMT 2025","passed","Sat Aug 16 09:00:21 GMT 2025","Validate Entity","Files","",""
"","13","Получение текущего пользователя","LMS service","Sat Aug 16 09:00:24 GMT 2025","passed","Sat Aug 16 09:00:24 GMT 2025","Get Entity","Users","",""
"","262","Создание файла","LMS service","Sat Aug 16 09:00:20 GMT 2025","passed","Sat Aug 16 09:00:20 GMT 2025","Create Entity","Files","",""
"","301","Получение курсов по пользователю","LMS service","Sat Aug 16 09:00:15 GMT 2025","passed","Sat Aug 16 09:00:15 GMT 2025","Get Entities","Courses","",""
"","21","Получение задания","LMS service","Sat Aug 16 09:00:18 GMT 2025","passed","Sat Aug 16 09:00:18 GMT 2025","Get Entity","Exercises","",""
"","289","Создание пользователя c mail.ru","LMS service","Sat Aug 16 09:00:23 GMT 2025","passed","Sat Aug 16 09:00:23 GMT 2025","Create Entity","Users","",""
"","28","Обновление задания","LMS service","Sat Aug 16 09:00:18 GMT 2025","passed","Sat Aug 16 09:00:18 GMT 2025","Update Entity","Exercises","",""
